method_name,commit,committer,date,file_name,status,start_line,end_line
SPEC::Jop::creates a 2 x 2 x 2 matrix from a single element,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,added,157,159
Jop::generate_matrix,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,lib/jop.rb,changed,47,50
SPEC::Jop::does identity,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,5,7
SPEC::Jop::sums,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,9,11
SPEC::Jop::multiplies,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,13,15
SPEC::Jop::sorts ascending,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,17,19
SPEC::Jop::sort descending,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,21,23
SPEC::Jop::reverses,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,25,27
SPEC::Jop::takes two elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,29,31
SPEC::Jop::takes one element,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,33,35
SPEC::Jop::takes three elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,37,39
SPEC::Jop::takes negative elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,41,43
SPEC::Jop::drops two elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,45,47
SPEC::Jop::drops negative elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,49,51
SPEC::Jop::grades up,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,53,55
SPEC::Jop::grades down,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,57,59
SPEC::Jop::decrements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,61,63
SPEC::Jop::increments,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,65,67
SPEC::Jop::sizes arrays,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,69,71
SPEC::Jop::calcultes the reciprocal,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,73,75
SPEC::Jop::calculates the reciprocal with zeros,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,77,79
SPEC::Jop::does complements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,81,83
SPEC::Jop::rotates right,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,85,87
SPEC::Jop::rotates right an even number of times,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,89,91
SPEC::Jop::rotates right an odd number of times,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,93,95
SPEC::Jop::rotates left,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,97,99
SPEC::Jop::rotates left an even number of times,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,101,103
SPEC::Jop::rotates left an odd number of times,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,105,107
SPEC::Jop::doubles,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,109,111
SPEC::Jop::halves,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,113,115
SPEC::Jop::does running sums,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,117,119
SPEC::Jop::heads,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,121,123
SPEC::Jop::tails,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,125,127
SPEC::Jop::beheads,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,129,131
SPEC::Jop::curtails,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,133,135
SPEC::Jop::signs,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,137,139
SPEC::Jop::exponentiates,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,141,143
SPEC::Jop::squares,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,145,147
SPEC::Jop::creates a 2 x 2 matrix from 4 elements,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,149,151
SPEC::Jop::creates a 2 x 2 matrix from a single element,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,153,155
SPEC::Jop::handles empty case on head,746af0569a04d54a61f8cfc8de7877772e39eed5,Michael Feathers,2013-09-17 16:29:36 +0200,spec/jop_spec.rb,changed,161,163
SPEC::Jop::creates a 2 x 3 matrix from a 2-period cycle,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,added,161,163
SPEC::Jop::does identity,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,5,7
SPEC::Jop::sums,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,9,11
SPEC::Jop::multiplies,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,13,15
SPEC::Jop::sorts ascending,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,17,19
SPEC::Jop::sort descending,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,21,23
SPEC::Jop::reverses,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,25,27
SPEC::Jop::takes two elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,29,31
SPEC::Jop::takes one element,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,33,35
SPEC::Jop::takes three elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,37,39
SPEC::Jop::takes negative elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,41,43
SPEC::Jop::drops two elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,45,47
SPEC::Jop::drops negative elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,49,51
SPEC::Jop::grades up,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,53,55
SPEC::Jop::grades down,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,57,59
SPEC::Jop::decrements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,61,63
SPEC::Jop::increments,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,65,67
SPEC::Jop::sizes arrays,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,69,71
SPEC::Jop::calcultes the reciprocal,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,73,75
SPEC::Jop::calculates the reciprocal with zeros,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,77,79
SPEC::Jop::does complements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,81,83
SPEC::Jop::rotates right,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,85,87
SPEC::Jop::rotates right an even number of times,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,89,91
SPEC::Jop::rotates right an odd number of times,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,93,95
SPEC::Jop::rotates left,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,97,99
SPEC::Jop::rotates left an even number of times,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,101,103
SPEC::Jop::rotates left an odd number of times,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,105,107
SPEC::Jop::doubles,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,109,111
SPEC::Jop::halves,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,113,115
SPEC::Jop::does running sums,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,117,119
SPEC::Jop::heads,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,121,123
SPEC::Jop::tails,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,125,127
SPEC::Jop::beheads,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,129,131
SPEC::Jop::curtails,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,133,135
SPEC::Jop::signs,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,137,139
SPEC::Jop::exponentiates,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,141,143
SPEC::Jop::squares,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,145,147
SPEC::Jop::creates a 2 x 2 matrix from 4 elements,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,149,151
SPEC::Jop::creates a 2 x 2 matrix from a single element,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,153,155
SPEC::Jop::creates a 2 x 2 x 2 matrix from a single element,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,157,159
SPEC::Jop::handles empty case on head,271cee6e5ab8b74f3c2915c62b62864561345e6d,Michael Feathers,2013-09-19 10:59:21 +0200,spec/jop_spec.rb,changed,165,167
SPEC::Jop::floors,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,added,165,167
SPEC::Jop::ceilings,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,added,169,171
Jop::eval_on,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,lib/jop.rb,changed,52,110
SPEC::Jop::does identity,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,5,7
SPEC::Jop::sums,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,9,11
SPEC::Jop::multiplies,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,13,15
SPEC::Jop::sorts ascending,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,17,19
SPEC::Jop::sort descending,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,21,23
SPEC::Jop::reverses,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,25,27
SPEC::Jop::takes two elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,29,31
SPEC::Jop::takes one element,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,33,35
SPEC::Jop::takes three elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,37,39
SPEC::Jop::takes negative elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,41,43
SPEC::Jop::drops two elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,45,47
SPEC::Jop::drops negative elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,49,51
SPEC::Jop::grades up,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,53,55
SPEC::Jop::grades down,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,57,59
SPEC::Jop::decrements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,61,63
SPEC::Jop::increments,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,65,67
SPEC::Jop::sizes arrays,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,69,71
SPEC::Jop::calcultes the reciprocal,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,73,75
SPEC::Jop::calculates the reciprocal with zeros,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,77,79
SPEC::Jop::does complements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,81,83
SPEC::Jop::rotates right,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,85,87
SPEC::Jop::rotates right an even number of times,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,89,91
SPEC::Jop::rotates right an odd number of times,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,93,95
SPEC::Jop::rotates left,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,97,99
SPEC::Jop::rotates left an even number of times,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,101,103
SPEC::Jop::rotates left an odd number of times,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,105,107
SPEC::Jop::doubles,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,109,111
SPEC::Jop::halves,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,113,115
SPEC::Jop::does running sums,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,117,119
SPEC::Jop::heads,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,121,123
SPEC::Jop::tails,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,125,127
SPEC::Jop::beheads,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,129,131
SPEC::Jop::curtails,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,133,135
SPEC::Jop::signs,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,137,139
SPEC::Jop::exponentiates,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,141,143
SPEC::Jop::squares,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,145,147
SPEC::Jop::creates a 2 x 2 matrix from 4 elements,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,149,151
SPEC::Jop::creates a 2 x 2 matrix from a single element,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,153,155
SPEC::Jop::creates a 2 x 2 x 2 matrix from a single element,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,157,159
SPEC::Jop::creates a 2 x 3 matrix from a 2-period cycle,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,161,163
SPEC::Jop::handles empty case on head,29ff70065cee0fb378ee8e8a2a12b43b31dead2b,Michael Feathers,2013-09-19 11:06:38 +0200,spec/jop_spec.rb,changed,173,175
SPEC::Jop::does identity,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,5,7
SPEC::Jop::sums,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,9,11
SPEC::Jop::multiplies,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,13,15
SPEC::Jop::sorts ascending,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,17,19
SPEC::Jop::sort descending,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,21,23
SPEC::Jop::reverses,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,25,27
SPEC::Jop::takes two elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,29,31
SPEC::Jop::takes one element,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,33,35
SPEC::Jop::takes three elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,37,39
SPEC::Jop::takes negative elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,41,43
SPEC::Jop::drops two elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,45,47
SPEC::Jop::drops negative elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,49,51
SPEC::Jop::grades up,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,53,55
SPEC::Jop::grades down,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,57,59
SPEC::Jop::decrements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,61,63
SPEC::Jop::increments,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,65,67
SPEC::Jop::sizes arrays,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,69,71
SPEC::Jop::calcultes the reciprocal,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,73,75
SPEC::Jop::calculates the reciprocal with zeros,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,77,79
SPEC::Jop::does complements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,81,83
SPEC::Jop::rotates right,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,85,87
SPEC::Jop::rotates right an even number of times,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,89,91
SPEC::Jop::rotates right an odd number of times,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,93,95
SPEC::Jop::rotates left,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,97,99
SPEC::Jop::rotates left an even number of times,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,101,103
SPEC::Jop::rotates left an odd number of times,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,105,107
SPEC::Jop::doubles,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,109,111
SPEC::Jop::halves,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,113,115
SPEC::Jop::does running sums,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,117,119
SPEC::Jop::heads,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,121,123
SPEC::Jop::tails,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,125,127
SPEC::Jop::beheads,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,129,131
SPEC::Jop::curtails,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,133,135
